731855,10.2,8.2,0,15.6,4.8,80.3,13.4,5
731856,13.4,5.1,0,17.9,8.9,85.6,30.5,4.4
731857,12.7,5.7,0,17.2,8.4,89.4,39.5,5.2
731858,11,7,0,14,7.8,84,87.2,6.9
731859,8.4,9.9,0,11.5,5.3,85.2,29.9,5.7
731860,7.4,11.1,0,10.4,4.3,80.4,34.5,11.3
731861,7.3,11.1,0,9.7,4.8,84.6,110.2,12.3
731862,8.3,10.1,0,11.1,5.4,85.5,114.3,11.9
731863,9.9,8.6,0,12.7,7,80.8,117.4,10.6
731864,12.4,6.1,0,14.2,10.4,83.3,13.1,10.6
731865,11.5,7.1,0,14.1,8.6,77.4,8.2,8.7
731866,8.6,9.9,0,13.2,3.8,75.5,0.3,5.3
731867,7.2,11.3,0,12.7,1.5,77.7,3.3,4.6
731868,6.3,12.2,0,10.7,1.6,73.5,1.3,6.1
731869,6,12.5,0,11.1,0.6,75.5,0,5.6
731870,5.3,13.2,0,10.4,0,75.4,0,5.7
731871,4.9,13.6,0,10,-0.4,70.5,0,6.6
731872,4.5,13.9,0,10.7,-1.6,72,0,5
731873,4.3,14,0,9.8,-1.5,78.7,1.4,3.1
731874,4.3,14.1,0,7.2,1.4,85.6,19.7,5
731875,3.9,14.6,0,5.9,1.5,89.4,53,4.8
731876,3.3,15.2,0,6.1,0.3,88,26.1,5.9
731877,1.2,17.3,0,4.1,-2,79.6,10.6,7.3
731878,-0.6,19.1,0,3.3,-4.5,75.8,3.8,4.8
731879,2.9,15.7,0,6.1,-0.5,81.8,0.6,9.8
731880,3.3,15.2,0,6.1,0.5,83.4,36,6.2
731881,2.2,16.4,0,6.7,-2.6,80.9,39.2,3.8
731882,3.2,15.1,0,8.4,-2,80.2,3,5.1
731883,4.4,14.1,0,8.6,0.1,80.2,9.5,5.5
731884,4.8,13.6,0,7.1,2.5,90.9,54.3,5.6
731885,6.4,12.1,0,10,2.8,84.5,81.1,7.7
731886,8.1,10.1,0,10.4,5.8,87.3,21,7.2
731887,8.3,10.3,0,10.9,5.4,82.7,5.1,8.6
731888,9.9,8.5,0,12.4,7.4,81.7,47.8,11.4
731889,8.6,9.9,0,12.5,4.4,80.4,6.5,7.4
731890,6.8,11.5,0,12,1.9,84.7,6.4,4.9
731891,5.4,13,0,9.8,1.1,83.4,0,5.9
731892,4.7,13.9,0,7.8,1.5,85,1.7,9.7
731893,5.9,12,0,8.3,3.3,78.5,2.6,11.2
731894,5.4,12.4,0,9.5,1.4,84.6,8.5,6.2
731895,3.3,15.2,0,5.7,0.6,91.1,0.3,7.3
731896,2.7,15.5,0,5.6,-0.3,85.8,7.2,6.6
731897,2.4,16.1,0,5.7,-1.3,81.6,0.6,6.3
731898,3.1,15.3,0,6.6,-0.4,89.2,11.1,4.3
731899,4.2,14.3,0,6.5,1.7,92,4.2,5.8
731900,6.5,12,0,9.5,3.4,86.1,1.6,7.2
731901,4.8,13.6,0,7,2.6,93.5,10.4,4.7
731902,6,12.4,0,7.8,4.3,88.3,114.6,9.1
731903,8,10.5,0,10.4,5.5,91,47.3,9.7
731904,9.6,8.6,0,11.8,7.3,89,22,10.5
731905,8.7,9.7,0,11,6.4,91.7,6.3,6
731906,7.7,10.8,0,10.3,5,89.8,0.2,5.3
731907,8.3,9.8,0,11,5.4,86.7,0.9,5.7
731908,9.3,8.7,0,11.9,6.5,81.3,0.8,5.9
731909,8.8,9.6,0,11.6,6,85.2,6.6,5.5
731910,8.1,10.4,0,10.5,5.5,90.5,0.3,4.1
731911,7.7,10.9,0,10,5.1,89.5,18,6.2
731912,5.8,12.7,0,7.5,4.1,94.6,43,3.7
731913,5.1,13.3,0,6.7,3.5,90.5,58.5,5.4
731914,4.1,14.4,0,5.9,2.1,95.5,44.6,4.9
731915,4.7,13.7,0,6.7,2.7,91.3,7.9,6.6
731916,5.7,12.8,0,8.4,2.9,89.1,91.9,6.8
731917,4.9,13.7,0,7.4,2.3,87.5,1.1,6
731918,3.9,14.4,0,5.4,2.2,95.5,2.2,4.5
731919,3.8,14.4,0,4.7,2.8,91,2.6,5.8
731920,3.7,12.9,0,4.9,2.5,94.5,3.8,6.5
731921,2.8,15.8,0,6,-0.6,74.6,8.4,10.5
731922,-1.3,19.8,0,1.8,-4.6,78.3,0.3,5.4
731923,-1.7,20,0,2.1,-5.6,81.2,3.4,4.1
731924,-0.9,19.3,0,3.6,-5.4,76.1,0,4.1
731925,0.5,18.1,0,4.4,-3.6,75.4,0,5.9
